"praatword","word","chapter","section","section_time_onset","section_time_offset","whole_time_onset","whole_time_offset","subtl freq",,"new-disc-stack-lc","new-disc-stack-lc-rev","new-disc-stack-bu","new-disc-stack-bu-rev","new-disc-pred-td","new-disc-pred-td-rev","new-disc-changed-lc","new-disc-changed-lc-rev","new-disc-changed-bu","new-disc-changed-bu-rev","new-disc-changed-td","new-disc-changed-td-rev","new-disc-old-lc","new-disc-old-rev","new-disc-old-td","new-disc-old-bu","new-disc-filler-gap","new-disc-filler-gap-only-filler","new-disc-filler-gap-only-gap","new-disc-filler-gap-only-rule-1","new-disc-filler-gap-only-rule-2","new-disc-filler-gap-only-rule-3","new-disc-filler-gap-only-rule-4","new-disc-filler-gap-only-rule-5","new-disc-filler-gap-only-rule-6","new-disc-filler-gap-only-rule-7",,"new-proj-stack-lc","new-proj-stack-lc-rev","new-proj-stack-bu","new-proj-stack-bu-rev","new-proj-pred-td","new-proj-pred-td-rev","new-proj-changed-lc","new-proj-changed-lc-rev","new-proj-changed-bu","new-proj-changed-bu-rev","new-proj-changed-td","new-proj-changed-td-rev","new-proj-old-lc","new-proj-old-rev","new-proj-old-td","new-proj-old-bu","new-proj-filler-gap","new-proj-filler-gap-only-filler","new-proj-filler-gap-only-gap","new-proj-filler-gap-only-rule-1","new-proj-filler-gap-only-rule-2","new-proj-filler-gap-only-rule-3","new-proj-filler-gap-only-rule-4","new-proj-filler-gap-only-rule-5","new-proj-filler-gap-only-rule-6","new-proj-filler-gap-only-rule-7"
"to","to",4,2,117.406,117.506,681.406,681.506,22677.84,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"picture","picture",4,2,117.506,117.996,681.506,681.996,138.45,,2,1,6,6,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,1,6,6,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"this","this",4,2,117.996,118.266,681.996,682.266,7978.73,,2,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"house","house",4,2,118.266,118.546,682.266,682.546,514,,1,1,6,1,1,0,5,8,3,8,3,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,6,1,1,0,5,8,3,8,3,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"in","in",4,2,118.546,118.606,682.546,682.606,9773.41,,1,1,7,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"their","their",4,2,118.606,118.766,682.606,682.766,655.16,,1,1,8,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,8,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"minds","minds",4,2,118.766,119.311,682.766,683.311,21.02,,1,1,1,1,0,0,9,3,9,3,9,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,9,3,9,3,9,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0
"you","you",4,2,119.615,119.86,683.615,683.86,41857.12,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"d","would",4,2,119.86,119.89,683.86,683.89,1986.96,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"have","have",4,2,119.89,120.14,683.89,684.14,6161.41,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"to","to",4,2,120.14,120.22,684.14,684.22,22677.84,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"tell","tell",4,2,120.22,120.52,684.22,684.52,1724.49,,2,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,5,5,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"them","them",4,2,120.52,120.744,684.52,684.744,1778.82,,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"i","i",4,2,121.258,121.443,685.258,685.443,39971.16,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"saw","saw",4,2,121.443,121.673,685.443,685.673,402.49,,1,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",4,2,121.673,121.743,685.673,685.743,20415.27,,2,2,8,8,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,8,8,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"hundred","hundred",4,2,121.743,122.273,685.743,686.273,78.73,,3,3,9,9,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,3,3,9,9,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"thousand","thousand",4,2,122.273,122.743,686.273,686.743,69.29,,2,2,9,9,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,9,9,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"franc","franc",4,2,122.743,123.123,686.743,687.123,0.8,,1,1,8,8,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,8,8,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"house","house",4,2,123.123,123.657,687.123,687.657,514,,1,1,1,1,0,0,9,9,9,9,9,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,9,9,9,9,9,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"and","and",4,2,124.001,124.216,688.001,688.216,13387.84,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"they","they",4,2,124.216,124.346,688.216,688.346,4102.94,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"d","would",4,2,124.346,124.416,688.346,688.416,1986.96,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"cry","cry",4,2,124.416,124.791,688.416,688.791,65.65,,1,1,3,1,1,0,3,3,1,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,1,1,0,3,3,1,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"how","how",4,2,125.041,125.366,689.041,689.366,3056.22,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"pretty","pretty",4,2,125.366,125.9,689.366,689.9,392.22,,1,1,1,1,0,0,5,2,5,2,5,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,5,2,5,2,5,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"so","so",4,2,126.798,126.973,690.798,690.973,4244.16,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"if","if",4,2,126.973,127.113,690.973,691.113,3541.37,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"you","you",4,2,127.113,127.203,691.113,691.203,41857.12,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"were","were",4,2,127.203,127.303,691.203,691.303,1662.82,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"to","to",4,2,127.303,127.413,691.303,691.413,22677.84,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"say","say",4,2,127.413,127.693,691.413,691.693,1639.78,,2,1,6,6,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,6,6,1,1,2,2,1,1,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"to","to",4,2,127.693,127.863,691.693,691.863,22677.84,,2,1,7,7,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,7,7,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"them","them",4,2,127.863,128.133,691.863,692.133,1778.82,,1,1,6,6,1,1,5,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,2,2,6,6,1,1,4,2,3,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"the","the",4,2,128.617,128.682,692.617,692.682,29449.18,,2,2,7,7,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,3,3,7,7,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"proof","proof",4,2,128.682,129.092,692.682,693.092,34.39,,2,2,7,7,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,7,7,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"that","that",4,2,129.092,129.242,693.092,693.242,14111.31,,2,2,8,8,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,8,8,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",4,2,129.242,129.322,693.242,693.322,29449.18,,3,3,9,9,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,3,3,9,9,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"little","little",4,2,129.322,129.642,693.322,693.642,1446.39,,3,3,9,9,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,9,9,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"prince","prince",4,2,129.642,129.952,693.642,693.952,45.08,,2,2,9,9,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,9,9,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"existed","existed",4,2,129.952,130.591,693.952,694.591,7.96,,1,1,7,7,1,1,6,6,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,7,7,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"is","is",4,2,130.895,131.01,694.895,695.01,9013,,1,1,8,8,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,7,7,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"that","that",4,2,131.01,131.13,695.01,695.13,14111.31,,1,1,9,9,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,8,8,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"he","he",4,2,131.13,131.24,695.13,695.24,7637.2,,2,2,10,10,1,1,2,2,1,1,6,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,2,2,9,9,1,1,2,2,1,1,6,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"was","was",4,2,131.24,131.47,695.24,695.47,5654.73,,2,2,11,11,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,10,10,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"charming","charming",4,2,131.47,132,695.47,696,28.12,,2,2,10,10,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,2,2,9,9,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"he","he",4,2,132.219,132.384,696.219,696.384,7637.2,,2,2,11,11,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,10,10,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"laughed","laughed",4,2,132.384,133.034,696.384,697.034,10.69,,2,2,10,10,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,2,2,9,9,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"and","and",4,2,133.034,133.144,697.034,697.144,13387.84,,1,1,10,10,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,9,9,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"he","he",4,2,133.144,133.234,697.144,697.234,7637.2,,1,1,11,11,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,10,10,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"wanted","wanted",4,2,133.234,133.564,697.234,697.564,502.27,,1,1,12,12,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,11,11,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",4,2,133.564,133.614,697.564,697.614,20415.27,,1,1,13,13,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,12,12,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sheep","sheep",4,2,133.614,133.959,697.614,697.959,13.43,,1,1,1,1,0,0,14,14,14,14,14,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,13,13,13,13,13,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"if","if",4,2,134.508,134.653,698.508,698.653,3541.37,,1,1,1,1,1,1,2,2,1,1,6,6,1,1,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,5,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"someone","someone",4,2,134.653,135.103,698.653,699.103,446.12,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"wants","wants",4,2,135.103,135.473,699.103,699.473,306.96,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",4,2,135.473,135.523,699.473,699.523,20415.27,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"sheep","sheep",4,2,135.523,136.033,699.523,700.033,13.43,,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,6,6,5,5,5,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"that","that",4,2,136.033,136.223,700.033,700.223,14111.31,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"proves","proves",4,2,136.223,136.723,700.223,700.723,7.92,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"they","they",4,2,136.723,136.883,700.723,700.883,4102.94,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"exist","exist",4,2,136.883,137.441,700.883,701.441,28.96,,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,6,4,5,4,5,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0
"they","they",4,2,137.91,138.085,701.91,702.085,4102.94,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"d","would",4,2,138.085,138.195,702.085,702.195,1986.96,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"shrug","shrug",4,2,138.195,138.545,702.195,702.545,0.39,,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"their","their",4,2,138.545,138.735,702.545,702.735,655.16,,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"shoulders","shoulders",4,2,138.735,139.335,702.735,703.335,11.76,,2,2,3,3,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"and","and",4,2,139.335,139.475,703.335,703.475,13387.84,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"treat","treat",4,2,139.475,139.755,703.475,703.755,51.88,,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"you","you",4,2,139.755,139.925,703.755,703.925,41857.12,,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"like","like",4,2,139.925,140.095,703.925,704.095,3998.96,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"a","a",4,2,140.095,140.135,704.095,704.135,20415.27,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"child","child",4,2,140.135,140.699,704.135,704.699,157.65,,1,1,1,1,0,0,7,7,7,7,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,7,7,7,7,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"but","but",4,2,141.288,141.423,705.288,705.423,4417.47,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"if","if",4,2,141.423,141.563,705.423,705.563,3541.37,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"you","you",4,2,141.563,141.703,705.563,705.703,41857.12,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"were","were",4,2,141.703,141.813,705.703,705.813,1662.82,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"to","to",4,2,141.813,141.923,705.813,705.923,22677.84,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"say","say",4,2,141.923,142.483,705.923,706.483,1639.78,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,6,6,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",4,2,142.717,142.782,706.717,706.782,29449.18,,2,2,7,7,1,1,2,2,1,1,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,7,7,1,1,2,2,1,1,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"planet","planet",4,2,142.782,143.242,706.782,707.242,38.73,,2,1,7,7,1,1,3,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,7,7,1,1,3,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"he","he",4,2,143.242,143.372,707.242,707.372,7637.2,,2,1,8,8,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,8,8,1,1,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"came","came",4,2,143.372,143.722,707.372,707.722,463.73,,2,1,9,7,1,1,3,2,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,9,7,1,1,3,2,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"from","from",4,2,143.722,144.012,707.722,708.012,2039.06,,1,1,7,7,1,1,6,1,4,1,4,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,7,7,1,1,6,1,4,1,4,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"is","is",4,2,144.012,144.162,708.012,708.162,9013,,1,1,8,8,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,8,8,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"the","the",4,2,144.162,144.262,708.162,708.262,29449.18,,2,1,9,9,1,1,2,3,1,1,5,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,9,9,1,1,2,3,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"asteroid","asteroid",4,2,144.262,144.972,708.262,708.972,1.69,,2,1,9,1,1,1,3,9,2,9,2,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,9,1,1,1,4,9,2,9,2,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"b","b",4,2,144.972,145.182,708.972,709.182,84.1,,1,1,9,1,1,1,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,10,1,1,1,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"six_hundred_twelve","six_hundred_twelve",4,2,145.182,146.201,709.182,710.201,,,1,1,1,1,1,1,11,1,10,1,10,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,12,1,11,1,11,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0
"they","they",4,2,146.506,146.601,710.506,710.601,4102.94,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"d","would",4,2,146.601,146.651,710.601,710.651,1986.96,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"be","be",4,2,146.651,146.781,710.651,710.781,5746.76,,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"convinced","convinced",4,2,146.781,147.42,710.781,711.42,20.8,,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"and","and",4,2,147.7,147.875,711.7,711.875,13387.84,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"leave","leave",4,2,147.875,148.125,711.875,712.125,560.71,,2,2,4,4,1,1,2,2,1,1,6,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,2,2,1,1,6,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"you","you",4,2,148.125,148.225,712.125,712.225,41857.12,,2,2,4,4,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,4,4,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
