chapter	section	section_time_onset	section_time_offset	whole_time_onset	whole_time_offset	sentence_id	token_id	token	surprisal	maybe_mismatch
4	2	138.735	139.335	702.735	703.335	178	14	shoulders	0.007222	FALSE
4	2	139.335	139.475	703.335	703.475	178	15	and	0.611952	FALSE
4	2	139.475	139.755	703.475	703.755	178	16	treat	10.613334	FALSE
4	2	139.755	139.925	703.755	703.925	178	17	you	6.241696	FALSE
4	2	139.925	140.095	703.925	704.095	178	18	like	0.979358	FALSE
4	2	140.095	140.135	704.095	704.135	178	19	a	1.106763	FALSE
4	2	140.135	140.699	704.135	704.699	178	20	child	5.202131	FALSE
4	2	141.288	141.423	705.288	705.423	179	1	But	0	FALSE
4	2	141.423	141.563	705.423	705.563	179	2	if	7.496323	FALSE
4	2	141.563	141.703	705.563	705.703	179	3	you	1.715052	FALSE
4	2	141.703	141.813	705.703	705.813	179	4	were	5.426007	FALSE
4	2	141.813	141.923	705.813	705.923	179	5	to	1.448015	FALSE
4	2	141.923	142.483	705.923	706.483	179	6	say	5.552707	FALSE
4	2	142.717	142.782	706.717	706.782	179	7	The	13.453413	FALSE
4	2	142.782	143.242	706.782	707.242	179	8	planet	17.661204	FALSE
4	2	143.242	143.372	707.242	707.372	179	9	he	9.715065	FALSE
4	2	143.372	143.722	707.372	707.722	179	10	came	6.906653	FALSE
4	2	143.722	144.012	707.722	708.012	179	11	from	0.267789	FALSE
4	2	144.012	144.162	708.012	708.162	179	12	is	2.076093	FALSE
4	2	144.162	144.262	708.162	708.262	179	13	the	4.703134	FALSE
4	2	144.262	144.972	708.262	708.972	179	14	Aster	13.831114	FALSE
4	2	144.972	145.182	708.972	709.182	179	16	b	15.938481	FALSE
4	2	145.182	146.201	709.182	710.201	179	17	six	13.831333	FALSE
4	2	146.506	146.601	710.506	710.601	179	24	they	10.963921	FALSE
4	2	146.601	146.651	710.601	710.651	179	25	would	1.094142	FALSE
4	2	146.651	146.781	710.651	710.781	179	26	be	3.428893	FALSE
4	2	146.781	147.42	710.781	711.42	179	27	convinced	11.256869	FALSE
4	2	147.7	147.875	711.7	711.875	179	28	and	6.1156180000000004	FALSE
4	2	147.875	148.125	711.875	712.125	179	29	leave	10.762134	FALSE
4	2	148.125	148.225	712.125	712.225	179	30	you	2.778745	FALSE
4	2	148.225	148.365	712.225	712.365	179	31	in	4.653803	FALSE
4	2	148.365	148.865	712.365	712.865	179	32	peace	4.187839	FALSE
4	2	148.865	149.035	712.865	713.035	179	33	and	4.767062	FALSE
4	2	149.035	149.365	713.035	713.365	179	34	spare	16.011213	FALSE
4	2	149.365	149.545	713.365	713.545	179	35	you	2.602727	FALSE
4	2	149.545	149.745	713.545	713.745	179	36	their	6.316346	FALSE
4	2	149.745	150.489	713.745	714.489	179	37	questions	11.419814	FALSE
4	2	150.913	151.018	714.913	715.018	180	1	They	0	FALSE
4	2	151.018	151.108	715.018	715.108	180	2	are	4.819694	FALSE
4	2	151.108	151.358	715.108	715.358	180	3	like	8.068522	FALSE
4	2	151.358	151.667	715.358	715.667	180	4	that	6.763474	FALSE
4	2	151.862	152.027	715.862	716.027	181	1	Do	0	FALSE
4	2	152.027	152.077	716.027	716.077	181	2	not	6.883165	FALSE
4	2	152.077	152.307	716.077	716.307	181	3	blame	8.733655	FALSE
4	2	152.307	152.577	716.307	716.577	181	4	them	3.644817	FALSE
4	2	153.125	153.56	717.125	717.56	182	1	Children	0	FALSE
4	2	153.56	153.74	717.56	717.74	182	2	should	9.433127	FALSE
4	2	153.74	153.87	717.74	717.87	182	3	be	1.497516	FALSE
4	2	153.87	154.39	717.87	718.39	182	4	forgiving	17.063845	FALSE
4	2	154.39	154.75	718.39	718.75	182	5	towards	7.424025	FALSE
4	2	154.75	154.81	718.75	718.81	182	6	the	3.483882	FALSE
4	2	154.81	155.409	718.81	719.409	182	7	grown	14.449316	FALSE
4	2	156.003	156.438	720.003	720.438	183	1	But	0	FALSE
4	2	156.438	156.528	720.438	720.528	183	2	of	6.252985	FALSE
4	2	156.528	156.988	720.528	720.988	183	3	course	0.332126	FALSE
4	2	156.988	157.458	720.988	721.458	183	4	those	9.196287	FALSE
4	2	157.458	157.548	721.458	721.548	183	5	of	5.311137	FALSE
4	2	157.548	157.728	721.548	721.728	183	6	us	0.236896	FALSE
4	2	157.728	157.828	721.728	721.828	183	7	who	0.552791	FALSE
4	2	157.828	158.578	721.828	722.578	183	8	understand	8.174967	FALSE
4	2	158.578	158.942	722.578	722.942	183	9	life	10.894278	FALSE
4	2	159.346	159.461	723.346	723.461	183	10	we	10.426856	FALSE
4	2	159.461	159.641	723.461	723.641	183	11	do	6.07067	FALSE
4	2	159.641	159.671	723.641	723.671	183	12	not	1.006	FALSE
4	2	159.671	159.891	723.671	723.891	183	13	much	11.777486	FALSE
4	2	159.891	160.161	723.891	724.161	183	14	care	0.86346	FALSE
4	2	160.161	160.291	724.161	724.291	183	15	for	2.622882	FALSE
4	2	160.291	160.861	724.291	724.861	183	16	numbers	13.123131	FALSE
4	2	161.549	161.654	725.549	725.654	184	1	I	0	FALSE
4	2	161.654	161.774	725.654	725.774	184	2	would	7.284097	FALSE
4	2	161.774	161.874	725.774	725.874	184	3	have	4.087977	FALSE
4	2	161.874	162.054	725.874	726.054	184	4	liked	2.993738	FALSE
4	2	162.054	162.154	726.054	726.154	184	5	to	0.4915	FALSE
4	2	162.154	162.494	726.154	726.494	184	6	begin	11.627114	FALSE
4	2	162.494	162.664	726.494	726.664	184	7	this	3.427947	FALSE
4	2	162.664	163.114	726.664	727.114	184	8	story	6.152095	FALSE
4	2	163.114	163.254	727.114	727.254	184	9	in	3.457405	FALSE
4	2	163.254	163.314	727.254	727.314	184	10	the	2.761655	FALSE
4	2	163.314	163.704	727.314	727.704	184	11	same	4.693444	FALSE
4	2	163.704	163.834	727.704	727.834	184	12	way	1.179976	FALSE
4	2	163.834	163.964	727.834	727.964	184	13	as	2.459103	FALSE
4	2	163.964	163.994	727.964	727.994	184	14	a	6.438089	FALSE
4	2	163.994	164.424	727.994	728.424	184	15	fairy	12.78433	FALSE
4	2	164.424	164.748	728.424	728.748	184	16	tale	0.080457	FALSE
4	2	165.257	165.352	729.257	729.352	185	1	I	0	FALSE
4	2	165.352	165.382	729.352	729.382	185	2	would	7.284097	FALSE
4	2	165.382	165.492	729.382	729.492	185	3	have	4.087977	FALSE
4	2	165.492	165.762	729.492	729.762	185	4	liked	2.993738	FALSE
4	2	165.762	165.852	729.762	729.852	185	5	to	0.4915	FALSE
4	2	165.852	166.287	729.852	730.287	185	6	say	7.103349	FALSE
4	2	166.591	166.956	730.591	730.956	185	7	Once	20.556319	FALSE
4	2	166.956	167.166	730.956	731.166	185	8	upon	4.485016	FALSE
4	2	167.166	167.206	731.166	731.206	185	9	a	0.018522	FALSE
4	2	167.206	167.726	731.206	731.726	185	10	time	0.570524	FALSE
4	2	167.726	167.906	731.726	731.906	185	11	there	3.018994	FALSE
4	2	167.906	168.076	731.906	732.076	185	12	was	0.991254	FALSE
4	2	168.076	168.126	732.076	732.126	185	13	a	0.987026	FALSE
4	2	168.126	168.366	732.126	732.366	185	14	little	7.682549	FALSE
4	2	168.366	168.886	732.366	732.886	185	15	prince	11.669996	FALSE
4	2	168.886	168.966	732.886	732.966	185	16	who	2.84316	FALSE
4	2	168.966	169.276	732.966	733.276	185	17	lived	4.747243	FALSE
4	2	169.276	169.386	733.276	733.386	185	18	on	3.713221	FALSE
4	2	169.386	169.436	733.386	733.436	185	19	a	2.692554	FALSE
4	2	169.436	169.946	733.436	733.946	185	20	planet	7.595146	FALSE
4	2	169.946	170.196	733.946	734.196	185	21	not	9.034798	FALSE
4	2	170.196	170.496	734.196	734.496	185	22	much	4.537956	FALSE
4	2	170.496	170.786	734.496	734.786	185	23	bigger	2.39664	FALSE
4	2	170.786	170.906	734.786	734.906	185	24	than	0.137198	FALSE
4	2	170.906	171.469	734.906	735.469	185	25	himself	13.197027	FALSE
4	2	171.783	171.938	735.783	735.938	185	26	and	4.104913	FALSE
4	2	171.938	172.028	735.938	736.028	185	27	who	2.870265	FALSE
4	2	172.028	172.338	736.028	736.338	185	28	needed	8.79087	FALSE
4	2	172.338	172.378	736.338	736.378	185	29	a	3.192484	FALSE
4	2	172.378	172.913	736.378	736.913	185	30	friend	7.050622	FALSE
4	2	173.566	173.711	737.566	737.711	186	1	For	0	FALSE
4	2	173.711	174.171	737.711	738.171	186	2	those	8.502696	FALSE
4	2	174.171	174.271	738.171	738.271	186	3	who	1.849058	FALSE
4	2	174.271	174.971	738.271	738.971	186	4	understand	8.754196	FALSE
4	2	174.971	175.431	738.971	739.431	186	5	life	12.626405	FALSE
4	2	175.77	175.875	739.77	739.875	186	6	it	9.053151	FALSE
4	2	175.875	175.985	739.875	739.985	186	7	would	6.326603	FALSE
4	2	175.985	176.075	739.985	740.075	186	8	have	5.755581	FALSE
4	2	176.075	176.495	740.075	740.495	186	9	seemed	5.695813	FALSE
4	2	176.495	176.815	740.495	740.815	186	10	much	7.790036	FALSE
4	2	176.815	177.045	740.815	741.045	186	11	more	1.953762	FALSE
4	2	177.045	177.535	741.045	741.535	186	12	natural	4.920006	FALSE
4	2	178.088	178.183	742.088	742.183	187	1	For	0	FALSE
4	2	178.183	178.323	742.183	742.323	187	2	I	7.474405	FALSE
4	2	178.323	178.573	742.323	742.573	187	3	do	5.881747	FALSE
4	2	178.573	178.603	742.573	742.603	187	4	not	0.84503	FALSE
4	2	178.603	178.773	742.603	742.773	187	5	want	3.688045	FALSE
4	2	178.773	178.943	742.773	742.943	187	6	my	4.960573	FALSE
4	2	178.943	179.283	742.943	743.283	187	7	book	9.677482	FALSE
4	2	179.283	179.373	743.283	743.373	187	8	to	0.634612	FALSE
4	2	179.373	179.513	743.373	743.513	187	9	be	0.818668	FALSE
4	2	179.513	179.833	743.513	743.833	187	10	read	5.27802	FALSE
4	2	179.833	180.287	743.833	744.287	187	11	lightly	10.190577	FALSE
4	2	180.856	180.971	744.856	744.971	188	1	I	0	FALSE
4	2	180.971	181.211	744.971	745.211	188	2	feel	10.463453	FALSE
4	2	181.211	181.411	745.211	745.411	188	3	so	5.173142	FALSE
4	2	181.411	181.731	745.411	745.731	188	4	much	4.249021	FALSE
4	2	181.731	182.231	745.731	746.231	188	5	sadness	7.943829	FALSE
4	2	182.231	182.311	746.231	746.311	188	6	in	4.961135	FALSE
4	2	182.311	182.921	746.311	746.921	188	7	recount	16.680326	FALSE
4	2	182.921	183.141	746.921	747.141	188	9	these	4.934457	FALSE
4	2	183.141	183.71	747.141	747.71	188	10	memories	5.96938	FALSE
4	2	184.109	184.225	748.109	748.225	189	1	It	0	FALSE
4	2	184.225	184.264	748.225	748.264	189	2	is	4.18367	FALSE
4	2	184.264	184.695	748.264	748.695	189	3	already	9.273803	FALSE
4	2	184.695	184.935	748.695	748.935	189	4	been	8.1924689999999991	FALSE
4	2	184.935	185.345	748.935	749.345	189	5	six	9.951042	FALSE
4	2	185.345	185.695	749.345	749.695	189	6	years	1.746574	FALSE
4	2	185.695	186.014	749.695	750.014	189	7	since	0.208427	FALSE
4	2	186.014	186.185	750.014	750.185	189	8	my	5.805271	FALSE
4	2	186.185	186.605	750.185	750.605	189	9	friend	7.362737	FALSE
4	2	186.605	186.915	750.605	750.915	189	10	left	7.326692	FALSE
4	2	186.915	187.044	750.915	751.044	189	11	with	7.918044	FALSE
4	2	187.044	187.204	751.044	751.204	189	12	his	3.787138	FALSE
4	2	187.204	187.618	751.204	751.618	189	13	sheep	13.128369	FALSE
4	2	188.496	188.651	752.496	752.651	190	1	If	0	FALSE
4	2	188.651	188.781	752.651	752.781	190	2	I	5.485105	FALSE
4	2	188.781	189.031	752.781	753.031	190	3	try	8.693292	FALSE
4	2	189.031	189.141	753.031	753.141	190	4	to	0.496099	FALSE
4	2	189.141	189.621	753.141	753.621	190	5	describe	9.41162	FALSE
4	2	189.621	189.791	753.621	753.791	190	6	him	7.255468	FALSE
4	2	189.791	190.136	753.791	754.136	190	7	here	7.924275	FALSE
4	2	190.53	190.665	754.53	754.665	190	8	it	6.074272	FALSE
4	2	190.665	190.695	754.665	754.695	190	9	is	3.371586	FALSE
4	2	190.695	190.785	754.695	754.785	190	10	so	6.300489	FALSE
4	2	190.785	190.925	754.785	754.925	190	11	as	9.561292	FALSE
4	2	190.925	191.145	754.925	755.145	190	12	not	2.157032	FALSE
4	2	191.145	191.245	755.145	755.245	190	13	to	0.166214	FALSE
4	2	191.245	191.585	755.245	755.585	190	14	forget	11.311926	FALSE
4	2	191.585	191.875	755.585	755.875	190	15	him	5.966492	FALSE
4	2	192.548	192.683	756.548	756.683	191	1	It	0	FALSE
4	2	192.683	192.713	756.683	756.713	191	2	is	4.18367	FALSE
4	2	192.713	192.983	756.713	756.983	191	3	sad	10.083282	FALSE
4	2	192.983	193.083	756.983	757.083	191	4	to	1.864542	FALSE
4	2	193.083	193.403	757.083	757.403	191	5	forget	15.179062	FALSE
4	2	193.403	193.443	757.403	757.443	191	6	a	7.710654	FALSE
4	2	193.443	193.918	757.443	757.918	191	7	friend	7.095521	FALSE
4	2	194.506	194.711	758.506	758.711	192	1	Not	0	FALSE
4	2	194.711	195.141	758.711	759.141	192	2	everyone	12.519641	FALSE
4	2	195.141	195.311	759.141	759.311	192	3	has	3.989321	FALSE
4	2	195.311	195.511	759.311	759.511	192	4	had	6.721898	FALSE
4	2	195.511	195.551	759.511	759.551	192	5	a	2.181694	FALSE
4	2	195.551	196.031	759.551	760.031	192	6	friend	10.399585	FALSE
4	2	196.55	196.685	760.55	760.685	193	1	And	0	FALSE
4	2	196.685	196.815	760.685	760.815	193	2	if	7.74342	FALSE
4	2	196.815	196.955	760.815	760.955	193	3	I	4.595194	FALSE
4	2	196.955	197.335	760.955	761.335	193	4	forgot	11.903794	FALSE
4	2	197.335	197.625	761.335	761.625	193	5	him	10.260839	FALSE
4	2	198.063	198.148	762.063	762.148	193	6	I	4.259219	FALSE
4	2	198.148	198.338	762.148	762.338	193	7	could	4.048309	FALSE
4	2	198.338	198.718	762.338	762.718	193	8	become	9.194469	FALSE
4	2	198.718	198.918	762.718	762.918	193	9	like	6.297919	FALSE
4	2	198.918	198.998	762.918	762.998	193	10	the	4.760623	FALSE
4	2	198.998	199.768	762.998	763.768	193	11	grown	13.86596	FALSE
4	2	199.952	200.027	763.952	764.027	193	13	who	3.859824	FALSE
4	2	200.027	200.117	764.027	764.117	193	14	are	4.194389	FALSE
4	2	200.117	200.577	764.117	764.577	193	15	only	8.142134	FALSE
4	2	200.577	201.087	764.577	765.087	193	16	interested	4.439288	FALSE
4	2	201.087	201.277	765.087	765.277	193	17	in	0.021912	FALSE
4	2	201.277	201.862	765.277	765.862	193	18	numbers	11.130842	FALSE
4	2	202.765	203.14	766.765	767.14	194	1	So	0	FALSE
4	2	203.14	203.42	767.14	767.42	194	2	that	5.487436	FALSE
4	2	203.42	203.49	767.42	767.49	194	3	is	4.14831	FALSE
4	2	203.49	203.7	767.49	767.7	194	4	why	3.664585	FALSE
4	2	203.7	203.81	767.7	767.81	194	5	I	2.023876	FALSE
4	2	203.81	203.97	767.81	767.97	194	6	have	4.207271	FALSE
4	2	203.97	204.41	767.97	768.41	194	7	again	12.661224	FALSE
4	2	204.41	204.72	768.41	768.72	194	8	bought	10.051616	FALSE
4	2	204.72	204.78	768.72	768.78	194	9	a	3.130805	FALSE
4	2	204.78	205.14	768.78	769.14	194	10	box	7.597731	FALSE
4	2	205.14	205.22	769.14	769.22	194	11	of	0.524677	FALSE
4	2	205.22	205.73	769.22	769.73	194	12	paints	13.893907	FALSE
4	2	205.73	205.82	769.73	769.82	194	13	and	2.398974	FALSE
4	2	205.82	206.01	769.82	770.01	194	14	some	6.46456	FALSE
4	2	206.01	206.664	770.01	770.664	194	15	pencil	7.765506	FALSE
4	2	207.352	207.437	771.352	771.437	195	1	It	0	FALSE
4	2	207.437	207.497	771.437	771.497	195	2	is	4.18367	FALSE
4	2	207.497	207.757	771.497	771.757	195	3	hard	7.208933	FALSE
4	2	207.757	207.837	771.757	771.837	195	4	to	0.364514	FALSE
4	2	207.837	208.117	771.837	772.117	195	5	take	7.606882	FALSE
4	2	208.117	208.297	772.117	772.297	195	6	up	8.564486	FALSE
4	2	208.297	208.627	772.297	772.627	195	7	drawing	15.464368	FALSE
4	2	208.627	208.927	772.627	772.927	195	8	again	6.715783	FALSE
4	2	208.927	209.047	772.927	773.047	195	9	at	6.416688	FALSE
4	2	209.047	209.297	773.047	773.297	195	10	my	5.787179	FALSE
4	2	209.297	209.671	773.297	773.671	195	11	age	1.537355	FALSE
4	2	210.025	210.15	774.025	774.15	195	12	when	5.771423	FALSE
4	2	210.15	210.27	774.15	774.27	195	13	i	10.881508	FALSE
4	2	210.27	210.41	774.27	774.41	195	14	have	2.694828	FALSE
4	2	210.41	210.78	774.41	774.78	195	15	only	6.113304	FALSE
4	2	210.78	210.99	774.78	774.99	195	16	ever	3.954505	FALSE
4	2	210.99	211.49	774.99	775.49	195	17	attempted	10.28716	FALSE
4	2	211.49	211.58	775.49	775.58	195	18	to	1.517125	FALSE
4	2	211.58	211.85	775.58	775.85	195	19	draw	0.97129	FALSE
4	2	211.85	211.9	775.85	775.9	195	20	a	3.810506	FALSE
4	2	211.9	212.21	775.9	776.21	195	21	bo	13.517093	FALSE
4	2	212.21	212.93	776.21	776.93	195	23	const	0.892086	FALSE
4	2	212.93	213.53	776.93	777.53	195	26	closed	17.45354	FALSE
4	2	213.53	213.69	777.53	777.69	195	27	and	4.714719	FALSE
4	2	213.69	214.01	777.69	778.01	195	28	open	7.44576	FALSE
4	2	214.01	214.11	778.01	778.11	195	29	at	4.53984	FALSE
4	2	214.11	214.23	778.11	778.23	195	30	the	3.316451	FALSE
4	2	214.23	214.45	778.23	778.45	195	31	age	2.925619	FALSE
4	2	214.45	214.52	778.45	778.52	195	32	of	0.069364	FALSE
4	2	214.52	215.033	778.52	779.033	195	33	six	7.06867	FALSE
4	2	215.766	215.891	779.766	779.891	196	1	I	0	FALSE
4	2	215.891	215.971	779.891	779.971	196	2	will	7.16487	FALSE
4	2	215.971	216.301	779.971	780.301	196	3	try	5.690753	FALSE
4	2	216.301	216.381	780.301	780.381	196	4	of	12.910617	FALSE
4	2	216.381	216.801	780.381	780.801	196	5	course	0.852595	FALSE
4	2	216.801	216.911	780.801	780.911	196	6	to	0.690661	FALSE
4	2	216.911	217.121	780.911	781.121	196	7	make	4.196083	FALSE
4	2	217.121	217.311	781.121	781.311	196	8	my	4.654635	FALSE
4	2	217.311	217.901	781.311	781.901	196	9	portraits	15.615381	FALSE
4	2	217.901	218.041	781.901	782.041	196	10	as	3.658712	FALSE
4	2	218.041	218.601	782.041	782.601	196	11	lif	10.616724	FALSE
4	2	218.601	218.731	782.601	782.731	196	14	as	0.23638	FALSE
4	2	218.731	219.27	782.731	783.27	196	15	possible	0.084694	FALSE
4	2	219.878	220.023	783.878	784.023	197	1	But	0	FALSE
4	2	220.023	220.103	784.023	784.103	197	2	I	5.721353	FALSE
4	2	220.103	220.163	784.103	784.163	197	3	am	5.35943	FALSE
4	2	220.163	220.393	784.163	784.393	197	4	not	2.738739	FALSE
4	2	220.393	220.713	784.393	784.713	197	5	quite	7.502161	FALSE
4	2	220.713	221.023	784.713	785.023	197	6	sure	0.68258	FALSE
4	2	221.023	221.063	785.023	785.063	197	7	I	4.602532	FALSE
4	2	221.063	221.173	785.063	785.173	197	8	will	4.02743	FALSE
4	2	221.173	221.783	785.173	785.783	197	9	succeed	7.58545	FALSE
4	2	222.441	222.666	786.441	786.666	198	1	Some	0	FALSE
4	2	222.666	223.116	786.666	787.116	198	2	drawings	16.251695	FALSE
4	2	223.116	223.296	787.116	787.296	198	3	go	9.918535	FALSE
4	2	223.296	223.866	787.296	787.866	198	4	alright	15.995164	FALSE
4	2	224.345	224.74	788.345	788.74	199	1	Others	0	FALSE
4	2	224.74	224.94	788.74	788.94	199	2	do	8.537182	FALSE
4	2	224.94	224.97	788.94	788.97	199	3	not	1.011489	FALSE
4	2	224.97	225.17	788.97	789.17	199	4	look	8.624885	FALSE
4	2	225.17	225.36	789.17	789.36	199	5	like	2.335634	FALSE
4	2	225.36	225.49	789.36	789.49	199	6	their	5.542615	FALSE
4	2	225.49	226.159	789.49	790.159	199	7	subjects	10.951285	FALSE
4	2	226.997	227.032	790.997	791.032	200	1	I	0	FALSE
4	2	227.032	227.632	791.032	791.632	200	2	also	8.281117	FALSE
4	2	227.632	227.832	791.632	791.832	200	3	get	7.266396	FALSE
4	2	227.832	227.902	791.832	791.902	200	4	the	3.556299	FALSE
4	2	227.902	228.342	791.902	792.342	200	5	size	14.346512	FALSE
4	2	228.342	228.392	792.342	792.392	200	6	a	9.734847	FALSE
4	2	228.392	228.642	792.392	792.642	200	7	bit	3.31748	FALSE
4	2	228.642	228.931	792.642	792.931	200	8	wrong	7.457274	FALSE
4	2	229.66	229.945	793.66	793.945	201	1	Here	0	FALSE
4	2	229.945	230.065	793.945	794.065	201	2	the	5.57767	FALSE
4	2	230.065	230.304	794.065	794.304	201	3	little	10.590374	FALSE
4	2	230.304	230.655	794.304	794.655	201	4	prince	9.589521	FALSE
4	2	230.655	230.794	794.655	794.794	201	5	is	4.559524	FALSE
4	2	230.794	230.984	794.794	794.984	201	6	too	8.793667	FALSE
4	2	230.984	231.374	794.984	795.374	201	7	big	4.283531	FALSE
4	2	231.668	231.973	795.668	795.973	202	1	There	0	FALSE
4	2	231.973	232.193	795.973	796.193	202	2	he	8.808583	FALSE
4	2	232.193	232.293	796.193	796.293	202	3	is	3.647222	FALSE
4	2	232.293	232.453	796.293	796.453	202	4	too	10.051664	FALSE
4	2	232.453	232.923	796.453	796.923	202	5	small	6.184661	FALSE
4	2	233.731	233.816	797.731	797.816	203	1	I	0	FALSE
4	2	233.816	233.886	797.816	797.886	203	2	am	9.161641	FALSE
4	2	233.886	234.256	797.886	798.256	203	3	also	6.020239	FALSE
4	2	234.256	234.536	798.256	798.536	203	4	not	5.338045	FALSE
4	2	234.536	234.846	798.536	798.846	203	5	sure	3.375474	FALSE
4	2	234.846	235.076	798.846	799.076	203	6	about	4.695667	FALSE
4	2	235.076	235.146	799.076	799.146	203	7	the	1.624267	FALSE
4	2	235.146	235.506	799.146	799.506	203	8	color	9.277146	FALSE
4	2	235.506	235.586	799.506	799.586	203	9	of	1.354352	FALSE
4	2	235.586	235.746	799.586	799.746	203	10	his	5.95732	FALSE
4	2	235.746	236.285	799.746	800.285	203	11	outfit	8.948043	FALSE
4	2	236.879	237.174	800.879	801.174	204	1	So	0	FALSE
4	2	237.174	237.354	801.174	801.354	204	2	i	11.503871	FALSE
4	2	237.354	237.784	801.354	801.784	204	3	fumble	17.24836	FALSE
4	2	237.784	238.184	801.784	802.184	204	4	along	9.951645	FALSE
4	2	238.184	238.694	802.184	802.694	204	5	somehow	12.892009	FALSE
4	2	238.694	238.834	802.694	802.834	204	6	as	6.761316	FALSE
4	2	238.834	239.164	802.834	803.164	204	7	best	9.457117	FALSE
4	2	239.164	239.284	803.164	803.284	204	8	I	3.929497	FALSE
4	2	239.284	239.708	803.284	803.708	204	9	can	0.085537	FALSE
4	2	240.397	240.512	804.397	804.512	205	1	I	0	FALSE
4	2	240.512	240.652	804.512	804.652	205	2	will	7.16487	FALSE
4	2	240.652	240.902	804.652	804.902	205	3	make	5.819402	FALSE
4	2	240.902	241.452	804.902	805.452	205	4	mistakes	9.751793	FALSE
4	2	241.452	241.572	805.452	805.572	205	5	on	6.411402	FALSE
4	2	241.572	241.962	805.572	805.962	205	6	certain	8.308194	FALSE
4	2	241.962	242.542	805.962	806.542	205	7	important	10.068251	FALSE
4	2	242.542	243.052	806.542	807.052	205	8	points	3.397538	FALSE
4	2	243.052	243.386	807.052	807.386	205	9	too	8.195503	FALSE
4	2	243.944	244.069	807.944	808.069	206	1	But	0	FALSE
4	2	244.069	244.139	808.069	808.139	206	2	you	6.67543	FALSE
4	2	244.139	244.199	808.139	808.199	206	3	will	5.13115	FALSE
4	2	244.199	244.329	808.199	808.329	206	4	have	3.709437	FALSE
4	2	244.329	244.459	808.329	808.459	206	5	to	0.91208	FALSE
4	2	244.459	244.799	808.459	808.799	206	6	forgive	9.21615	FALSE
4	2	244.799	244.999	808.799	808.999	206	7	me	0.867296	FALSE
4	2	244.999	245.384	808.999	809.384	206	8	that	5.656786	FALSE
4	2	245.873	246.028	809.873	810.028	207	1	My	0	FALSE
4	2	246.028	246.428	810.028	810.428	207	2	friend	10.877883	FALSE
4	2	246.428	246.738	810.428	810.738	207	3	never	10.790977	FALSE
4	2	246.738	247.028	810.738	811.028	207	4	gave	6.181113	FALSE
4	2	247.028	247.987	811.028	811.987	207	5	explanations	18.35138	FALSE
4	2	248.491	248.916	812.491	812.916	208	1	Perhaps	0	FALSE
4	2	248.916	249.036	812.916	813.036	208	2	he	7.267227	FALSE
4	2	249.036	249.246	813.036	813.246	208	3	thought	8.132864	FALSE
4	2	249.246	249.326	813.246	813.326	208	4	I	6.373604	FALSE
4	2	249.326	249.506	813.326	813.506	208	5	was	1.176785	FALSE
4	2	249.506	249.726	813.506	813.726	208	6	just	5.371086	FALSE
4	2	249.726	249.876	813.726	813.876	208	7	like	7.214377	FALSE
4	2	249.876	250.365	813.876	814.365	208	8	himself	11.692209	FALSE
4	2	251.243	251.438	815.243	815.438	209	1	But	0	FALSE
4	2	251.438	251.618	815.438	815.618	209	2	I	5.721353	FALSE
4	2	251.618	252.728	815.618	816.728	209	3	unfortunately	15.424658	FALSE
4	2	252.728	252.928	816.728	816.928	209	4	do	5.134958	FALSE
4	2	252.928	252.958	816.928	816.958	209	5	not	0.183166	FALSE
4	2	252.958	253.088	816.958	817.088	209	6	know	2.947476	FALSE
4	2	253.088	253.268	817.088	817.268	209	7	how	2.277322	FALSE
4	2	253.268	253.378	817.268	817.378	209	8	to	1.52491	FALSE
4	2	253.378	253.698	817.378	817.698	209	9	see	9.457181	FALSE
4	2	253.698	254.028	817.698	818.028	209	10	sheep	18.356176	FALSE
4	2	254.028	254.258	818.028	818.258	209	11	through	8.381496	FALSE
4	2	254.258	254.902	818.258	818.902	209	12	boxes	13.321211	FALSE
4	2	255.531	255.926	819.531	819.926	210	1	Perhaps	0	FALSE
4	2	255.926	255.986	819.926	819.986	210	2	i	12.08912	FALSE
4	2	255.986	256.036	819.986	820.036	210	3	am	4.716014	FALSE
4	2	256.036	256.116	820.036	820.116	210	4	a	3.801183	FALSE
4	2	256.116	256.396	820.116	820.396	210	5	bit	5.602887	FALSE
4	2	256.396	256.576	820.396	820.576	210	6	like	8.05793	FALSE
4	2	256.576	256.636	820.576	820.636	210	7	the	3.884364	FALSE
4	2	256.636	257.21	820.636	821.21	210	8	grown	13.649619	FALSE
4	2	257.793	257.878	821.793	821.878	211	1	I	0	FALSE
4	2	257.878	258.138	821.878	822.138	211	2	must	10.156818	FALSE
4	2	258.138	258.248	822.138	822.248	211	3	have	4.078632	FALSE
4	2	258.248	258.528	822.248	822.528	211	4	got	7.480091	FALSE
4	2	258.528	258.873	822.528	822.873	211	5	older	11.435455	FALSE
5	2	260.195	260.55	824.195	824.55	212	1	Every	0	FALSE
5	2	260.55	260.86	824.55	824.86	212	2	day	8.133175	FALSE
5	2	260.86	260.98	824.86	824.98	212	3	I	3.567596	FALSE
5	2	260.98	261.08	824.98	825.08	212	4	would	4.536631	FALSE
5	2	261.08	261.34	825.08	825.34	212	5	learn	8.760308	FALSE
5	2	261.34	261.79	825.34	825.79	212	6	something	4.440263	FALSE
5	2	261.79	262.03	825.79	826.03	212	7	about	2.930336	FALSE
5	2	262.03	262.2	826.03	826.2	212	8	his	8.122285	FALSE
