,word,lemma,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,sentence_id,new-disc-stack-lc,new-disc-stack-lc-rev,new-disc-stack-bu,new-disc-stack-bu-rev,new-disc-pred-td,new-disc-pred-td-rev,new-disc-changed-lc,new-disc-changed-lc-rev,new-disc-changed-bu,new-disc-changed-bu-rev,new-disc-changed-td,new-disc-changed-td-rev,new-disc-old-lc,new-disc-old-rev,new-disc-old-td,new-disc-old-bu,new-disc-filler-gap,new-disc-filler-gap-only-filler,new-disc-filler-gap-only-gap,new-disc-filler-gap-only-rule-1,new-disc-filler-gap-only-rule-2,new-disc-filler-gap-only-rule-3,new-disc-filler-gap-only-rule-4,new-disc-filler-gap-only-rule-5,new-disc-filler-gap-only-rule-6,new-disc-filler-gap-only-rule-7,new-proj-stack-lc,new-proj-stack-lc-rev,new-proj-stack-bu,new-proj-stack-bu-rev,new-proj-pred-td,new-proj-pred-td-rev,new-proj-changed-lc,new-proj-changed-lc-rev,new-proj-changed-bu,new-proj-changed-bu-rev,new-proj-changed-td,new-proj-changed-td-rev,new-proj-old-lc,new-proj-old-rev,new-proj-old-td,new-proj-old-bu,new-proj-filler-gap,new-proj-filler-gap-only-filler,new-proj-filler-gap-only-gap,new-proj-filler-gap-only-rule-1,new-proj-filler-gap-only-rule-2,new-proj-filler-gap-only-rule-3,new-proj-filler-gap-only-rule-4,new-proj-filler-gap-only-rule-5,new-proj-filler-gap-only-rule-6,new-proj-filler-gap-only-rule-7
7218,多,多,43.13,43.34,9.815063523678072,VERB,5,2,4,3,1182,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7219,我,我,43.63,43.85,10.534098233242508,PRON,5,3,2,3,1183,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7220,是,是,43.85,43.96,11.813576063887458,VERB,5,2,1,2,1183,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7221,很,很,43.96,44.08,9.553131814577668,ADV,5,4,2,3,1183,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7222,严肃,严肃,44.08,44.39,6.153923474805685,VERB,5,2,3,3,1183,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7223,的,的,44.39,44.51,13.549001743000456,PART,5,1,4,2,1183,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
7224,我,我,45.01,45.21,10.534098233242508,PRON,5,3,2,3,1184,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7225,可是,可是,45.21,45.51,7.153053199881483,ADV,5,4,2,3,1184,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7226,从来,从来,45.51,45.88,6.063059363930678,ADV,5,4,2,3,1184,1,1,3,1,1,0,3,3,1,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,3,3,1,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7227,没有,没有,45.88,46.15,9.863041372805316,VERB,5,2,1,2,1184,2,2,4,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,1,1,2,2,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7228,功夫,功夫,46.15,46.38,5.389537374811699,NOUN,5,2,6,3,1184,1,1,4,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,1,4,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7229,去,去,46.38,46.49,8.632603636927483,VERB,5,2,1,2,1184,1,1,5,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7230,闲聊,闲聊,46.49,46.88,1.88706964903238,VERB,5,2,5,3,1184,1,1,1,1,0,0,6,3,6,3,6,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6,3,6,3,6,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0
7231,二,二,47.38,47.59,10.0605295057442,NUM,5,5,1,2,1185,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
7232,加,加,47.59,47.78,8.21127219644446,VERB,5,1,1,1,1185,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7233,五,五,47.78,47.95,9.385799687356828,NUM,5,1,4,2,1185,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7234,得,得,47.95,48.14,8.835887911676375,PART,5,2,1,2,1185,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7235,七,七,48.14,48.44,8.869106315866798,NUM,5,2,4,3,1185,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7236,五亿一百万,501000000,49.09,50.06,-inf,NUM,5,6,2,3,1186,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7237,什么,什么,50.06,50.36,9.138085113257745,PRON,5,2,4,3,1186,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1
7238,呀,呀,50.36,50.6,4.512188293617776,PART,5,1,2,2,1186,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1
7239,小王子,小王子,51.23,51.7,-0.807436326962073,NOUN,5,3,2,3,1187,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7240,重复,重复,51.7,52.07,6.293862803395443,ADV,5,3,2,3,1187,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7241,问道,问道,52.07,52.39,-1.1647520911726548,VERB,5,2,5,3,1187,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7242,一旦,一旦,53.0,53.3,6.465301444982881,SCONJ,5,4,2,3,1188,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7243,他,他,53.3,53.42,10.667244187208931,PRON,5,3,2,3,1188,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7244,提出,提出,53.42,53.74,8.964237383380187,VERB,5,2,1,2,1188,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7245,了,了,53.74,53.84,11.717088826693631,PART,5,1,1,1,1188,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7246,一,一,53.84,53.9,11.4288871621941,NUM,5,3,1,2,1188,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7247,个,个,53.9,54.01,10.347959152135804,NUM,5,2,3,3,1188,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7248,问题,问题,54.01,54.38,10.003741853641548,NOUN,5,2,6,3,1188,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7249,是,是,54.65,54.79,11.813576063887458,VERB,5,2,1,2,1189,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7250,从来,从来,54.79,55.33,6.063059363930678,ADV,5,6,2,3,1189,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
7251,也,也,55.33,55.43,10.523259496272392,ADV,5,2,2,2,1189,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7252,不会,不会,55.43,55.68,0.5971867894140341,ADV,5,2,2,2,1189,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7253,放弃,放弃,55.68,56.16,6.338919113712641,VERB,5,2,4,3,1189,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
7254,的,的,56.16,56.33,13.549001743000456,PART,5,1,5,2,1189,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7255,这,这,57.14,57.27,11.129278789292488,DET,5,6,1,2,1190,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
7256,位,位,57.27,57.39,8.577096988795265,NUM,5,2,3,3,1190,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7257,实业家,实业家,57.39,57.84,2.926060600304672,NOUN,5,2,3,3,1190,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7258,抬,抬,57.84,58.01,3.915955263955751,VERB,5,2,1,2,1190,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7259,起,起,58.01,58.14,8.784025306312923,VERB,5,2,3,3,1190,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7260,头,头,58.14,58.36,6.846708255466664,NOUN,5,2,3,3,1190,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7261,说,说,58.36,58.6,10.280013362803595,VERB,5,2,1,2,1191,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,我,我,59.25,59.49,10.534098233242508,PRON,5,3,2,3,1192,1,1,1,1,1,0,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7263,住,住,59.49,59.65,7.88222887754296,VERB,5,2,1,2,1192,2,2,2,2,1,1,2,2,1,1,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0
7264,在,在,59.65,59.79,11.76214703363635,ADP,5,2,1,2,1192,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7265,这个,这个,59.79,59.96,9.35483241411797,DET,5,3,1,2,1192,3,3,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7266,星球,星球,59.96,60.28,2.7995348912243885,NOUN,5,1,2,2,1192,2,2,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7267,上,上,60.28,60.44,10.760238470227222,PART,5,1,7,2,1192,2,2,2,2,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
7268,五十四,54,60.7,61.25,5.083842384387267,NUM,5,4,1,2,1192,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7269,年,年,61.25,61.45,11.45070769414057,NUM,5,2,3,3,1192,1,1,2,2,1,1,5,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,5,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
7270,以来,以来,61.45,61.74,8.105424054607925,ADV,5,1,2,2,1192,1,1,1,1,0,0,3,2,3,2,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,3,2,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0
7271,只,只,62.12,62.26,8.687318340146405,ADV,5,3,2,3,1193,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7272,被,被,62.26,62.43,9.124761786232591,X,5,2,1,2,1193,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7273,打搅,打搅,62.43,62.7,-1.6928195213731514,VERB,5,2,1,2,1193,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7274,过,过,62.7,62.87,9.029425744992162,PART,5,1,1,1,1193,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7275,三,三,62.87,63.14,9.981791210477326,NUM,5,2,1,2,1193,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7276,次,次,63.14,63.34,9.152645473077383,NUM,5,2,8,3,1193,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7277,第,第,63.99,64.09,10.674700141046475,NUM,5,4,1,2,1194,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7278,一,一,64.09,64.23,11.4288871621941,NUM,5,2,1,2,1194,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7279,次,次,64.23,64.48,9.152645473077383,NUM,5,2,5,3,1194,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
7280,是,是,64.71,64.85,11.813576063887458,VERB,5,2,1,2,1194,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7281,二十二,22,64.85,65.29,7.005973952288327,NUM,5,5,1,2,1194,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7282,年,年,65.29,65.5,11.45070769414057,NUM,5,2,3,3,1194,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7283,前,前,65.5,65.71,8.716430860586504,PART,5,1,2,2,1194,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
7284,不,不,65.96,66.08,10.967124178394917,ADV,5,2,2,2,1195,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7285,知,知,66.08,66.19,7.275779475816259,VERB,5,2,1,2,1195,2,2,2,2,1,1,2,2,1,1,7,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,7,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0
7286,从,从,66.19,66.32,9.899271125889587,ADP,5,4,1,2,1195,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7287,哪里,哪里,66.32,66.64,6.207523058698961,PRON,5,2,3,3,1195,2,2,2,2,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,4,4,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
7288,跑,跑,66.64,66.86,5.706777983635999,VERB,5,2,1,2,1195,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7289,来,来,66.86,66.97,10.289595344182525,VERB,5,3,1,2,1195,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7290,了,了,66.97,67.08,11.717088826693631,PART,5,1,1,1,1195,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7291,一,一,67.08,67.21,11.4288871621941,NUM,5,3,1,2,1195,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7292,只,只,67.21,67.35,8.687318340146405,NUM,5,2,3,3,1195,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7293,金龟子,金龟子,67.35,67.85,-3.218875824868201,NOUN,5,2,4,3,1195,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,4,4,4,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0
7294,来,来,67.85,67.99,10.289595344182525,PART,5,2,1,2,1195,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7295,打搅,打搅,67.99,68.3,-1.6928195213731514,VERB,5,2,1,2,1195,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7296,我,我,68.3,68.47,10.534098233242508,PRON,5,2,13,3,1195,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
7297,它,它,69.25,69.38,9.65190170170917,PRON,5,3,2,3,1196,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7298,发出,发出,69.38,69.71,7.003140001462633,VERB,5,3,1,2,1196,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7299,一,一,69.71,69.81,11.4288871621941,NUM,5,5,1,2,1196,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
7300,种,种,69.81,69.93,10.708159918073598,VERB,5,2,3,3,1196,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7301,可怕,可怕,69.93,70.3,-2.513306124309698,ADJ,5,2,3,3,1196,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,3,3,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7302,的,的,70.3,70.41,13.549001743000456,PART,5,1,2,2,1196,1,1,3,3,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,5,5,3,3,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0
7303,噪音,噪音,70.41,70.81,3.6435420722253298,NOUN,5,2,4,3,1196,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
7304,使,使,71.27,71.52,9.423635910402565,VERB,5,2,1,2,1197,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7305,我,我,71.52,71.65,10.534098233242508,PRON,5,2,2,2,1197,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7306,在,在,71.65,71.78,11.76214703363635,ADP,5,4,1,2,1197,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7307,一,一,71.78,71.93,11.4288871621941,NUM,5,4,1,2,1197,3,3,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2,2,1,1,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
7308,笔,笔,71.93,72.09,6.039006313305216,NUM,5,2,3,3,1197,3,3,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,3,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7309,账目,账目,72.09,72.41,2.6543680908523504,NOUN,5,2,3,3,1197,2,2,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,4,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
