word,lemma,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,sentence_id,surprisal
一,一,94.01,94.11,11.4288871621941,NUM,3,2,1,2,586,2.3013335030379145
个,个,94.11,94.28,10.347959152135804,NUM,3,4,1,2,586,2.7671689059300157
在,在,94.51,94.62,11.76214703363635,ADP,3,2,3,3,586,2.2646698888665635
他,他,94.62,94.74,10.667244187208931,PRON,3,5,1,2,586,3.401971855293981
看来,看来,94.74,95.0,-0.9861768593383216,VERB,3,2,3,3,586,5.5056309418722025
丑不可言,丑不可言,95.0,95.62,-inf,ADJ,3,2,1,2,586,14.1662335860658
的,的,95.62,95.68,13.549001743000456,PART,3,2,5,3,586,1.9790366514429345
机件,机件,95.68,96.04,1.4586150226995167,NOUN,3,1,2,2,586,9.531163313550813
上,上,96.04,96.22,10.760238470227222,PART,3,2,3,3,586,3.525759434307732
你,你,96.98,97.15,9.315711767574822,PRON,3,1,8,2,587,1.8553372372179044
说话,说话,97.15,97.59,5.75295351866265,VERB,3,3,2,3,587,5.030271878428444
就,就,98.27,98.44,10.143313771089671,ADV,3,2,1,2,587,2.4082798833094685
和,和,98.44,98.58,11.595540980134366,ADP,3,3,2,3,587,1.9753602754937492
那些,那些,98.58,98.8,7.845469284978993,DET,3,2,1,2,587,5.535083351100679
大人,大人,98.8,99.15,4.335039843449545,NOUN,3,3,2,3,587,4.501381899043497
一样,一样,99.15,99.51,8.016698024266264,VERB,3,2,4,3,587,4.016641955325002
这,这,100.58,100.78,11.129278789292488,DET,3,2,5,3,588,1.9479428615813617
话,话,100.78,101.08,8.328248872466416,NOUN,3,4,2,3,588,3.610862492472467
使,使,101.49,101.72,9.423635910402565,VERB,3,2,3,3,588,3.721740176812552
我,我,101.72,101.83,10.534098233242508,PRON,3,2,1,2,588,1.3472666595817866
有点儿,有点,101.83,102.01,5.856858291310669,ADV,3,2,2,2,588,8.438385005258878
难堪,难堪,102.01,102.41,3.727162227539241,VERB,3,3,1,2,588,7.904657243574002
可是,可是,103.2,103.39,7.153053199881483,ADV,3,2,6,3,589,4.269498876170986
他,他,103.39,103.54,10.667244187208931,PRON,3,3,2,3,589,3.756980746089011
又,又,103.54,103.66,9.206756758496828,ADV,3,2,2,2,589,2.839155128318355
尖刻无情,尖刻无情,103.66,104.28,-inf,VERB,3,5,2,3,589,15.735205357344022
地,地,104.28,104.35,10.18742007921881,PART,3,2,3,3,589,3.47280748670478
说,说,104.35,104.51,10.280013362803595,VERB,3,1,2,2,589,3.063585805306743
道,道,104.51,104.67,7.746548361771867,VERB,3,2,1,2,589,4.1995612958053385
你,你,105.26,105.39,9.315711767574822,PRON,3,3,1,2,590,1.8553372372179044
什么,什么,105.39,105.64,9.138085113257745,PRON,3,3,1,2,590,5.437139913775202
都,都,105.64,105.78,10.091471215974046,ADV,3,1,2,2,590,2.376543099529745
分,分,105.78,105.96,8.956420294795874,VERB,3,3,2,3,590,3.6002464361289603
不,不,105.96,106.03,10.967124178394917,ADV,3,2,2,2,590,1.7376529214402583
清,清,106.03,106.23,7.233094342611016,VERB,3,2,2,2,590,3.367036673772789
你,你,106.67,106.76,9.315711767574822,PRON,3,2,9,3,591,1.8553372372179044
把,把,106.76,106.88,9.380520434905035,X,3,3,2,3,591,2.910935241859966
什么,什么,106.88,107.04,9.138085113257745,PRON,3,2,1,2,591,6.520030237099376
都,都,107.04,107.14,10.091471215974046,ADV,3,3,2,3,591,1.900991564484691
混,混,107.14,107.29,3.8737394530025377,VERB,3,3,2,3,591,3.6441910813632448
在,在,107.29,107.38,11.76214703363635,ADP,3,2,2,2,591,2.300576671346373
一起,一起,107.38,107.83,7.7289746025437855,NOUN,3,2,2,2,591,5.419779820372269
他,他,108.87,108.97,10.667244187208931,PRON,3,2,6,3,592,2.701978144667742
着实,着实,108.97,109.33,2.712241405720678,ADV,3,3,2,3,592,6.337110202957254
非常,非常,109.33,109.59,7.984995128844476,ADV,3,2,1,2,592,6.107309862565488
恼火,恼火,109.59,109.96,3.025776394902368,VERB,3,4,2,3,592,7.879082685053774
摇动,摇动,110.33,110.66,2.500697974583009,VERB,3,2,6,3,593,8.082365123463095
着,着,110.66,110.74,9.759306279287683,PART,3,3,1,2,593,4.238503419406461
脑袋,脑袋,110.74,111.08,2.756903855319598,NOUN,3,1,1,1,593,9.44416005878929
金黄色,金黄色,111.49,111.93,-0.295714244149045,NOUN,3,2,4,3,594,9.725585392313164
的,的,111.93,112.01,13.549001743000456,PART,3,5,2,3,594,1.4067872335674387
头发,头发,112.01,112.35,4.782696932697112,NOUN,3,1,2,2,594,5.60845328680411
随,随,112.52,112.71,8.071466556696333,ADP,3,2,3,3,594,3.922178466814193
风,风,112.71,112.85,6.379440948739116,NOUN,3,3,1,2,594,1.6577935820348786
颤动,颤动,112.85,113.22,0.4787155698477571,VERB,3,2,3,3,594,10.072485990941072
着,着,113.22,113.37,9.759306279287683,PART,3,2,1,2,594,3.518445036188697
我,我,114.39,114.54,10.534098233242508,PRON,3,1,4,2,595,1.6865386857575142
到,到,114.54,114.73,10.517727203780378,VERB,3,4,2,3,595,2.319468489274349
过,过,114.73,114.83,9.029425744992162,PART,3,3,1,2,595,2.3634675114819155
一,一,114.83,114.95,11.4288871621941,NUM,3,1,2,2,595,1.6004245187318136
个,个,114.95,115.05,10.347959152135804,NUM,3,3,1,2,595,3.045523531224001
星球,星球,115.05,115.46,2.7995348912243885,NOUN,3,2,3,3,595,7.741640938215168
上面,上面,115.86,116.14,6.41476629894488,NOUN,3,2,5,3,596,5.9465648225469465
住,住,116.14,116.26,7.88222887754296,VERB,3,3,2,3,596,3.5069142981584718
着,着,116.26,116.39,9.759306279287683,PART,3,3,1,2,596,3.304285679754872
一,一,116.39,116.46,11.4288871621941,NUM,3,1,2,2,596,1.99573403078536
个,个,116.46,116.55,10.347959152135804,NUM,3,3,1,2,596,2.5143041815340035
红,红,116.55,116.72,6.306309957879819,ADJ,3,2,3,3,596,3.040612224267856
脸,脸,116.72,116.93,5.484576992292915,NOUN,3,3,2,3,596,3.238334103503268
先生,先生,116.93,117.27,7.673663489261703,NOUN,3,2,7,3,596,6.037764635345317
他,他,117.74,117.87,10.667244187208931,PRON,3,3,2,3,597,2.701978144667742
从来,从来,117.87,118.2,6.063059363930678,ADV,3,3,2,3,597,5.234623068000649
没,没,118.2,118.36,7.840872842311701,ADV,3,2,2,2,597,1.570056760732958
闻,闻,118.36,118.5,5.367404900221048,VERB,3,2,1,2,597,4.693605255226904
过,过,118.5,118.64,9.029425744992162,PART,3,1,1,1,597,2.795867072884394
一,一,118.64,118.77,11.4288871621941,NUM,3,3,1,2,597,2.007781012406514
朵,朵,118.77,118.91,2.9319401404662115,NUM,3,2,3,3,597,4.317906244750959
花,花,118.91,119.11,6.417140695832277,VERB,3,2,6,3,597,1.7931447662528062
他,他,119.53,119.65,10.667244187208931,PRON,3,3,2,3,598,2.701978144667742
从来,从来,119.65,120.0,6.063059363930678,ADV,3,3,2,3,598,5.234623068000649
没有,没有,120.19,120.39,9.863041372805316,ADV,3,2,1,2,598,3.932391953769351
看,看,120.39,120.58,9.55394241671565,VERB,3,2,1,2,598,3.1592563453673854
过,过,120.58,120.73,9.029425744992162,VERB,3,1,1,1,598,2.792906456434352
一,一,120.73,120.83,11.4288871621941,NUM,3,3,1,2,598,2.530596794196605
颗,颗,120.83,120.98,5.181047324288038,NUM,3,2,3,3,598,5.109494468374861
星星,星星,120.98,121.42,3.4861510875423187,NOUN,3,2,7,3,598,6.144847889920735
他,他,122.02,122.12,10.667244187208931,PRON,3,3,2,3,599,2.701978144667742
什么,什么,122.12,122.44,9.138085113257745,DET,3,4,2,3,599,6.137948030967795
人,人,122.44,122.6,10.91693258096741,NOUN,3,2,3,3,599,2.3273672458840347
也,也,122.6,122.69,10.523259496272392,ADV,3,2,2,2,599,2.212165430200205
没有,没有,122.69,122.94,9.863041372805316,ADV,3,2,1,2,599,4.393600325466979
喜欢,喜欢,122.94,123.28,6.993154690787038,VERB,3,2,1,2,599,5.641653857629651
过,过,123.28,123.43,9.029425744992162,VERB,3,3,7,4,599,3.994329886976877
除了,除了,123.9,124.17,7.473681400530632,ADP,3,3,1,2,600,5.52901519257547
算账,算账,124.17,124.6,-0.4620354595965587,VERB,3,3,2,3,600,7.216304159776515
以外,以外,124.6,124.89,6.907589265202612,PART,3,1,3,2,600,3.912301009614466
他,他,125.22,125.32,10.667244187208931,PRON,3,2,2,2,601,2.701978144667742
什么,什么,125.32,125.56,9.138085113257745,PRON,3,2,2,2,601,6.137948030967795
也,也,125.56,125.69,10.523259496272392,ADV,3,3,2,3,601,2.045475551595159
没有,没有,125.69,125.9,9.863041372805316,ADV,3,2,1,2,601,3.332588703289268
做,做,125.9,126.09,8.971218850033047,VERB,3,2,1,2,601,3.6635600546674087
过,过,126.09,126.27,9.029425744992162,PART,3,1,5,2,601,3.713690172159964
他,他,126.89,127.03,10.667244187208931,PRON,3,7,2,3,602,2.701978144667742
整天,整天,127.03,127.41,3.385067999732272,ADV,3,3,2,3,602,7.237555452398769
同,同,127.6,127.73,8.619479887728088,ADP,3,2,1,2,602,3.877850981828212
你,你,127.73,127.92,9.315711767574822,PRON,3,2,3,3,602,3.341914048615501
一样,一样,127.92,128.25,8.016698024266264,ADV,3,2,5,3,602,5.938808424190241
老是,老是,128.25,128.52,2.1214228639199373,ADV,3,2,3,3,602,5.21617690757302
说,说,128.52,128.72,10.280013362803595,VERB,3,2,1,2,602,2.312096397288289
我,我,129.15,129.34,10.534098233242508,PRON,3,3,2,3,603,1.6865386857575142
有,有,129.34,129.54,11.141756531663797,VERB,3,2,1,2,603,2.434845706757072
正经,正经,129.54,129.97,0.5359084041334539,NOUN,3,3,2,3,603,5.6231297430146405
事,事,129.97,130.21,8.539650918264964,NOUN,3,2,7,3,603,3.777864000635976
我,我,130.45,130.56,10.534098233242508,PRON,3,3,2,3,604,1.6865386857575142
是,是,130.56,130.71,11.813576063887458,VERB,3,2,1,2,604,1.878177173075064
个,个,130.71,130.84,10.347959152135804,NUM,3,4,3,4,604,2.3814660403461225
严肃,严肃,130.84,131.23,6.153923474805685,ADJ,3,3,2,3,604,5.301338261926396
的,的,131.23,131.32,13.549001743000456,PART,3,1,2,2,604,1.5960703715950495
人,人,131.32,131.47,10.91693258096741,NOUN,3,2,6,3,604,2.4928414752913266
这,这,132.67,132.83,11.129278789292488,PRON,3,3,2,3,605,1.9479428615813617
使,使,132.83,132.96,9.423635910402565,VERB,3,2,1,2,605,3.6613235260654937
他,他,132.96,133.13,10.667244187208931,PRON,3,2,2,2,605,2.7847088078072413
傲气,傲气,133.13,133.43,-0.6891551592904078,NOUN,3,3,1,2,605,8.225438430863704
十足,十足,133.43,133.84,4.094427892083405,VERB,3,2,6,3,605,6.404101499216653
他,他,134.21,134.3,10.667244187208931,PRON,3,3,2,3,606,2.701978144667742
简直,简直,134.3,134.68,5.368799129086407,ADV,3,3,2,3,606,7.638843858382193
不,不,134.68,134.79,10.967124178394917,ADV,3,2,2,2,606,1.8585147826791837
像,像,134.79,134.95,7.180949913458908,VERB,3,2,1,2,606,3.8722197371019287
是,是,134.95,135.07,11.813576063887458,VERB,3,3,1,2,606,2.15208706251109
个,个,135.07,135.15,10.347959152135804,NUM,3,3,2,3,606,1.8461758824286525
人,人,135.15,135.31,10.91693258096741,NOUN,3,2,8,3,606,2.4512047983970318
他,他,135.64,135.75,10.667244187208931,PRON,3,3,2,3,607,2.701978144667742
是,是,135.75,135.84,11.813576063887458,VERB,3,2,1,2,607,1.5695884271866574
个,个,135.84,135.93,10.347959152135804,NUM,3,3,2,3,607,2.61854400259446
蘑菇,蘑菇,135.93,136.35,1.7645595493014006,NOUN,3,2,5,3,607,8.645897935060392
是,是,137.11,137.24,11.813576063887458,VERB,3,3,1,2,608,1.528116173972032
个,个,137.24,137.31,10.347959152135804,NUM,3,3,2,3,608,2.6727104733440994
什么,什么,137.31,137.59,9.138085113257745,PRON,3,2,5,3,608,5.79878120711742
是,是,138.23,138.45,11.813576063887458,VERB,3,3,1,2,609,1.528116173972032
个,个,138.45,138.53,10.347959152135804,NUM,3,3,2,3,609,2.6727104733440994
蘑菇,蘑菇,138.53,139.07,1.7645595493014006,NOUN,3,2,5,3,609,9.251066607248578
小王子,小王子,140.13,140.79,-0.807436326962073,NOUN,3,3,2,3,610,9.25066185882096
当时,当时,141.14,141.39,8.441990004348938,NOUN,3,3,2,3,610,5.590389297397352
气,气,141.39,141.55,6.316825278974476,VERB,3,2,1,2,610,4.332611360180187
得,得,141.55,141.67,8.835887911676375,VERB,3,1,1,1,610,3.0360456540420797
脸色,脸色,141.67,141.96,3.967060282358045,NOUN,3,3,2,3,610,6.300216961001235
发,发,141.96,142.13,8.437891725621716,VERB,3,2,1,2,610,1.632172244528714
白,白,142.13,142.43,5.743724081749149,ADJ,3,2,7,3,610,2.264815693893861
几百万,几百万,143.68,144.31,3.756000574968092,NUM,3,4,1,2,611,9.685524896576599
年,年,144.31,144.43,11.45070769414057,NUM,3,2,3,3,611,3.0215477055351574
以来,以来,144.43,144.73,8.105424054607925,PART,3,1,2,2,611,4.190768427956959
花儿,花,145.16,145.39,6.417140695832277,VERB,3,2,2,2,611,8.189262297299138
都,都,145.39,145.59,10.091471215974046,ADV,3,3,2,3,611,2.0308394637581544
在,在,145.59,145.75,11.76214703363635,ADV,3,2,2,2,611,1.3459314157973952
制造,制造,145.75,146.06,7.627622284241464,VERB,3,2,1,2,611,8.930438034848585
着,着,146.06,146.16,9.759306279287683,PART,3,1,1,1,611,3.7180060928857
刺,刺,146.16,146.43,3.935895769839702,VERB,3,2,5,3,611,6.649327903869432
几百万,几百万,146.8,147.34,3.756000574968092,NUM,3,4,1,2,612,9.685524896576599
年,年,147.34,147.51,11.45070769414057,NUM,3,2,3,3,612,3.0215477055351574
以来,以来,147.51,147.84,8.105424054607925,PART,3,1,2,2,612,4.190768427956959
羊,羊,148.26,148.42,3.8009797066348217,NOUN,3,2,2,2,612,5.034902956770907
仍然,仍然,148.42,148.75,7.676748063995139,ADV,3,3,2,3,612,6.823230785510798
在,在,148.75,148.88,11.76214703363635,ADP,3,2,2,2,612,1.123808499937205
吃,吃,148.88,149.03,6.4274459277392815,VERB,3,2,1,2,612,2.404783586482009
花,花,149.03,149.26,6.417140695832277,NOUN,3,2,5,3,612,3.958081591235496
要,要,149.74,149.86,10.12225671012577,VERB,3,6,1,2,613,2.5298229691278453
搞,搞,149.86,150.02,6.714887505830506,VERB,3,3,2,3,613,3.83932983553207
清楚,清楚,150.02,150.32,7.317524444664807,VERB,3,2,5,3,613,7.3571146002381145
为什么,为什么,150.32,150.76,7.606330699950996,ADV,3,3,2,3,613,7.650037771764083
花儿,花,150.76,151.01,6.417140695832277,VERB,3,2,1,2,613,7.423356744001526
费,费,151.01,151.14,7.704932690763796,PROPN,3,2,5,3,613,3.86461669206606
那么,那么,151.14,151.39,8.17585939654776,ADV,3,3,2,3,613,4.108903227400708
大,大,151.39,151.53,10.223760246520028,ADJ,3,3,2,3,613,2.2428476916307374
劲儿,劲,151.53,151.74,3.2874686163338125,NOUN,3,2,3,3,613,6.847879908538898
给,给,151.97,152.05,8.87379517269326,ADP,3,3,1,2,613,2.951033296280075
自己,自己,152.05,152.3,9.71865558730208,PRON,3,2,3,3,613,6.066716794080676
制造,制造,152.3,152.57,7.627622284241464,VERB,3,2,1,2,613,8.682971321992039
没有,没有,152.57,152.87,9.863041372805316,VERB,3,5,1,2,613,4.253353286318244
什么,什么,152.87,153.09,9.138085113257745,DET,3,3,2,3,613,4.505724045497465
用,用,153.09,153.23,9.219764623880025,NOUN,3,2,5,3,613,1.9075820533847176
的,的,153.23,153.35,13.549001743000456,PART,3,1,2,2,613,3.8152596631906417
刺,刺,153.35,153.59,3.935895769839702,VERB,3,2,7,3,613,5.469605230386427
这,这,154.1,154.19,11.129278789292488,PRON,3,3,2,3,614,1.9479428615813617
难道,难道,154.19,154.48,5.74435163721715,ADV,3,2,3,3,614,7.248347441161066
不,不,154.48,154.59,10.967124178394917,ADV,3,3,2,3,614,2.1342882073340617
是,是,154.59,154.68,11.813576063887458,VERB,3,2,1,2,614,1.8690670919109955
正经,正经,154.68,155.02,0.5359084041334539,ADJ,3,2,1,2,614,5.78796372658749
事儿,事,155.02,155.22,8.539650918264964,NOUN,3,1,5,2,614,6.33433207677847
难道,难道,155.87,156.17,5.74435163721715,ADV,3,4,1,2,615,6.085168343267775
羊,羊,156.17,156.33,3.8009797066348217,NOUN,3,5,1,2,615,3.893294576648701
和,和,156.33,156.46,11.595540980134366,CCONJ,3,1,1,1,615,1.837081456007432
花,花,156.46,156.63,6.417140695832277,NOUN,3,1,2,2,615,3.424195457218357
之间,之间,156.63,156.89,1.5918847531865112,PART,3,1,2,2,615,6.704297375509421
的,的,156.89,156.96,13.549001743000456,PART,3,1,2,2,615,1.6612934345168249
战争,战争,156.96,157.29,8.294613980831839,NOUN,3,2,4,3,615,8.799232004500254
不,不,157.29,157.39,10.967124178394917,ADV,3,3,2,3,615,1.629434603402887
重要,重要,157.39,157.78,9.375252256072963,VERB,3,2,5,3,615,5.807607845358751
这,这,158.49,158.6,11.129278789292488,PRON,3,3,2,3,616,1.9479428615813617
难道,难道,158.6,158.93,5.74435163721715,ADV,3,2,1,2,616,7.248347441161066
不,不,159.27,159.38,10.967124178394917,ADV,3,4,2,3,616,2.1342882073340617
比,比,159.38,159.52,8.60159261021106,ADP,3,2,1,2,616,3.2630410253078543
那个,那个,159.52,159.72,6.885195714825567,PRON,3,7,2,3,616,4.018943254146479
大,大,159.72,159.88,10.223760246520028,ADJ,3,2,2,2,616,2.0032603399374835
胖子,胖子,159.88,160.14,-0.1042500213737992,NOUN,3,2,3,3,616,7.861570035368173
红,红,160.14,160.32,6.306309957879819,ADJ,3,2,2,2,616,3.170908463785431
脸,脸,160.32,160.46,5.484576992292915,NOUN,3,2,3,3,616,1.997495175553036
先生,先生,160.46,160.7,7.673663489261703,NOUN,3,2,3,3,616,5.527817776602801
的,的,160.7,160.79,13.549001743000456,PART,3,1,2,2,616,2.3735161719756634
账目,账目,160.79,161.07,2.6543680908523504,NOUN,3,2,4,3,616,9.004262572673316
更,更,161.07,161.26,9.312388708419483,ADV,3,2,2,2,616,1.2843609148887405
重要,重要,161.26,161.62,9.375252256072963,VERB,3,2,6,3,616,5.357872860822144
如果,如果,162.47,162.76,9.005800567823767,SCONJ,3,3,2,3,617,5.8386819656573525
我,我,162.76,162.9,10.534098233242508,PRON,3,3,2,3,617,1.7667834320905424
认识,认识,162.9,163.19,8.658825383783066,VERB,3,2,1,2,617,7.833453464893893
一,一,163.19,163.33,11.4288871621941,NUM,3,5,1,2,617,2.3036453907092764
朵,朵,163.33,163.48,2.9319401404662115,NUM,3,2,3,3,617,4.365470927636712
人世,人世,163.48,163.75,3.50852595941468,NOUN,3,2,3,3,617,5.456816755128538
间,间,163.75,163.89,9.383073270838766,PART,3,1,2,2,617,3.643893390829642
唯一,唯一,163.89,164.16,-0.2757535015865071,ADJ,3,3,2,3,617,4.069186528537047
的,的,164.16,164.29,13.549001743000456,PART,3,1,2,2,617,1.977787068567958
花,花,164.29,164.47,6.417140695832277,NOUN,3,2,6,3,617,1.5821118917827512
只有,只有,164.99,165.26,8.511887742377954,ADV,3,3,2,3,618,5.043656631573163
我,我,165.26,165.35,10.534098233242508,PRON,3,7,2,3,618,1.6961508586990752
的,的,165.35,165.46,13.549001743000456,PART,3,1,2,2,618,1.222029270571899
星球,星球,165.46,165.76,2.7995348912243885,NOUN,3,2,3,3,618,7.4447171846036735
上,上,165.76,165.92,10.760238470227222,PART,3,1,2,2,618,2.903664640747852
有,有,165.92,166.04,11.141756531663797,VERB,3,2,1,2,618,1.2799814416848645
它,它,166.04,166.23,9.65190170170917,PRON,3,3,2,3,618,2.483657255033965
别的,别的,166.52,166.71,-1.4354846053106622,DET,3,2,1,2,619,3.962577990654787
地方,地方,166.71,166.97,8.868399771067184,NOUN,3,2,2,2,619,6.4375386813338125
都,都,166.97,167.13,10.091471215974046,ADV,3,4,2,3,619,1.449788221937336
不,不,167.13,167.23,10.967124178394917,ADV,3,2,2,2,619,1.3324978771308669
存在,存在,167.23,167.6,8.899515628487139,VERB,3,2,10,3,619,5.793198571528716
而,而,168.14,168.3,10.27516458528855,ADV,3,3,2,3,620,3.1673016101665907
一,一,168.3,168.41,11.4288871621941,NUM,3,3,1,2,620,2.296939487332163
只,只,168.41,168.53,8.687318340146405,NUM,3,2,3,3,620,2.8912181884677954
小,小,168.53,168.75,8.572982991353514,ADJ,3,3,2,3,620,2.7501662636071966
羊,羊,168.75,168.94,3.8009797066348217,NOUN,3,2,3,3,620,2.201733066211638
糊里糊涂,糊涂,169.22,169.71,3.942649198969907,NOUN,3,2,3,3,620,14.894276992068065
就,就,169.71,169.83,10.143313771089671,ADV,3,3,2,3,620,3.4971633900707024
这样,这样,169.83,170.08,9.279369482806482,ADV,3,2,2,2,620,4.792486329758215
把,把,170.08,170.17,9.380520434905035,X,3,2,1,2,620,4.620171886167927
它,它,170.17,170.3,9.65190170170917,PRON,3,3,2,3,620,3.1691947169267536
一下子,一下子,170.3,170.66,-3.079113882493042,ADV,3,3,2,3,620,8.691552455247976
毁掉,毁掉,170.66,171.03,2.442173107201099,VERB,3,2,1,2,620,7.548578590112749
了,了,171.03,171.23,11.717088826693631,PART,3,1,7,2,620,2.605078130487222
这,这,171.66,171.75,11.129278789292488,PRON,3,3,2,3,621,1.9479428615813617
难道,难道,171.75,172.0,5.74435163721715,ADV,3,2,1,2,621,7.248347441161066
不,不,172.0,172.1,10.967124178394917,ADV,3,4,2,3,621,2.1342882073340617
重要,重要,172.1,172.46,9.375252256072963,VERB,3,2,6,3,621,6.245845039611649
他,他,173.95,174.07,10.667244187208931,PRON,3,6,2,3,622,2.701978144667742
的,的,174.07,174.17,13.549001743000456,PART,3,1,2,2,622,0.8279322081667638
脸,脸,174.17,174.45,5.484576992292915,NOUN,3,2,1,2,622,4.207972215007087
气,气,174.76,174.93,6.316825278974476,NOUN,3,1,3,2,622,3.8134576298484255
得,得,174.93,175.01,8.835887911676375,PART,3,3,1,2,622,3.3175956692590933
发红,发红,175.01,175.4,0.5510074133988225,VERB,3,2,3,3,622,6.531387111933137
然后,然后,176.03,176.28,7.712745667073092,ADV,3,3,2,3,623,7.072433712532169
又,又,176.28,176.4,9.206756758496828,ADV,3,2,2,2,623,2.8697449114223925
接着,接着,176.4,176.61,5.935333252659091,ADV,3,2,1,2,623,4.41954374483958
说道,说道,176.61,176.94,5.742294603489565,VERB,3,2,6,3,623,6.821067906123103
如果,如果,177.98,178.26,9.005800567823767,SCONJ,3,3,2,3,624,5.8386819656573525
有,有,178.26,178.42,11.141756531663797,VERB,3,2,1,2,624,1.590147949066158
人,人,178.42,178.57,10.91693258096741,NOUN,3,3,2,3,624,2.6595239526527696
爱上,爱上,178.57,178.97,3.210883974938648,VERB,3,2,1,2,624,5.288495672270052
了,了,178.97,179.11,11.717088826693631,PART,3,1,1,1,624,2.694949630081219
在,在,179.61,179.73,11.76214703363635,ADP,3,3,1,2,624,2.807115295640201
这,这,179.73,179.86,11.129278789292488,DET,3,4,1,2,624,2.2900609021903926
亿万,亿万,179.86,180.19,4.091356769879195,NUM,3,2,1,2,624,6.631883411130449
颗,颗,180.19,180.3,5.181047324288038,NUM,3,2,4,3,624,3.249193849716921
星星,星星,180.3,180.66,3.4861510875423187,NOUN,3,2,3,3,624,2.9819807380843226
中,中,180.66,180.8,11.01019816111366,PART,3,1,3,2,624,2.321294351031024
独一无二,独一无二,180.8,181.4,3.20850220444064,VERB,3,5,2,3,624,13.813007552533769
的,的,181.4,181.49,13.549001743000456,PART,3,1,2,2,624,0.7425446017772609
一,一,181.49,181.61,11.4288871621941,NUM,3,2,1,2,624,2.978694543629284
株,株,181.61,181.73,3.7186566791014375,NUM,3,2,3,3,624,5.38636814847434
花,花,181.73,181.94,6.417140695832277,VERB,3,2,3,3,624,4.004869994801276
当,当,182.67,182.79,8.529402948041533,ADP,3,2,1,2,625,2.7974319111758734
他,他,182.79,182.92,10.667244187208931,PRON,3,5,2,3,625,2.929568563893663
看,看,182.92,183.07,9.55394241671565,VERB,3,2,1,2,625,2.542147774898243
着,着,183.07,183.18,9.759306279287683,PART,3,1,1,1,625,3.488105203982938
这些,这些,183.18,183.43,9.35458442856651,DET,3,3,2,3,625,5.519833202917873
星星,星星,183.43,183.74,3.4861510875423187,NOUN,3,2,5,3,625,6.450656471523718
的,的,183.74,183.8,13.549001743000456,PART,3,1,2,2,625,1.7562250560147483
时候,时候,183.8,184.18,8.502951457651319,NOUN,3,2,4,3,625,6.180961755474636
这,这,184.82,184.92,11.129278789292488,PRON,3,2,2,2,626,1.9479428615813617
就,就,184.92,185.04,10.143313771089671,ADV,3,3,2,3,626,1.6998014253877622
足以,足以,185.04,185.34,5.498708022802869,VERB,3,2,1,2,626,6.04505859386118
使,使,185.34,185.46,9.423635910402565,VERB,3,3,1,2,626,3.277299816810852
他,他,185.46,185.57,10.667244187208931,PRON,3,2,2,2,626,3.3081086674979674
感到,感到,185.57,185.83,7.502074449421917,VERB,3,3,1,2,626,5.284374957936787
幸福,幸福,185.83,186.27,6.430319298111105,VERB,3,2,15,3,626,7.44198052839244
他,他,186.82,186.93,10.667244187208931,PRON,3,3,2,3,627,2.701978144667742
可以,可以,186.93,187.19,9.877685011703235,VERB,3,2,1,2,627,4.946878104559474
自言自语,言语,187.19,187.72,4.49710601875595,VERB,3,4,2,3,627,12.853511860380685
地,地,187.72,187.83,10.18742007921881,PART,3,1,2,2,627,4.979254973884521
说,说,187.83,188.04,10.280013362803595,VERB,3,2,1,2,627,2.0020683625189366
我,我,188.73,188.92,10.534098233242508,PRON,3,5,2,3,628,1.6865386857575142
的,的,188.92,189.04,13.549001743000456,PART,3,1,2,2,628,1.4587933924936805
那,那,189.04,189.18,8.880679246981725,DET,3,2,1,2,628,2.260868935258455
朵,朵,189.18,189.32,2.9319401404662115,NUM,3,2,3,3,628,3.2205058660853534
花,花,189.32,189.52,6.417140695832277,NOUN,3,2,3,3,628,2.417686935728275
就,就,189.94,190.04,10.143313771089671,ADV,3,4,2,3,628,2.342993495159088
在,在,190.04,190.16,11.76214703363635,ADP,3,2,1,2,628,1.9722077697649207
其中,其中,190.16,190.46,8.864106161961422,NOUN,3,5,2,3,628,4.65780140344289
的,的,190.46,190.53,13.549001743000456,PART,3,1,2,2,628,2.2647320146485423
一,一,190.53,190.61,11.4288871621941,NUM,3,2,1,2,628,1.794008163252005
颗,颗,190.61,190.75,5.181047324288038,NUM,3,2,3,3,628,3.642144676205497
星星,星星,190.75,191.1,3.4861510875423187,NOUN,3,2,3,3,628,7.179959655132402
上,上,191.1,191.27,10.760238470227222,PART,3,1,10,2,628,3.1793990568369983
但是,但是,192.18,192.46,8.966424308179176,ADV,3,3,2,3,629,4.835291342942547
如果,如果,192.46,192.74,9.005800567823767,SCONJ,3,4,2,3,629,6.273270330611321
羊,羊,192.74,192.91,3.8009797066348217,VERB,3,3,2,3,629,5.292242423048784
吃,吃,193.17,193.36,6.4274459277392815,VERB,3,3,2,3,629,3.6122091624954464
掉,掉,193.36,193.5,6.22842026969195,VERB,3,2,1,2,629,3.6143036418679806
了,了,193.5,193.61,11.717088826693631,PART,3,1,1,1,629,1.5580352845039924
这,这,193.61,193.71,11.129278789292488,DET,3,3,1,2,629,1.3456487581567844
朵,朵,193.71,193.83,2.9319401404662115,NUM,3,2,3,3,629,4.817885377096284
花,花,193.83,194.01,6.417140695832277,NOUN,3,2,7,3,629,2.8431672002407784
对,对,194.49,194.57,10.687452473351607,ADP,3,3,1,2,630,2.438479792518228
